run_id,task_id,task_type,model,condition,variant,repetition,bucket,tier,behavior,needs_review,exec_ok,correct,correct_def,latency_total_s,latency_api_s
M2_C4_KP4_T1_can_r03,KP4_T1,T1,M2,C4,can,3,correct,,answer,False,1,1,1,21.96,20.76
M3_C2_KP4_T1_can_r03,KP4_T1,T1,M3,C2,can,3,correct,,answer,False,1,1,1,43.19,42.22
M1_C1_KP4_T2_A_r03,KP4_T2,T2,M1,C1,A,3,correct,,answer,False,1,1,1,15.64,13.62
M3_C1_KP3_T3_A_r03,KP3_T3,T3,M3,C1,A,3,numeric_wrong,wrong,answer,False,1,0,0,152.7,152.3
M3_C3_KP3_T3_A_r03,KP3_T3,T3,M3,C3,A,3,numeric_wrong,wrong,answer,False,1,0,0,108.14,107.78
M2_C1_KP4_T2_A_r03,KP4_T2,T2,M2,C1,A,3,correct,,answer,False,1,1,1,23.0,20.49
M1_C2_KP4_T2_can_r03,KP4_T2,T2,M1,C2,can,3,correct,,answer,False,1,1,1,9.21,7.16
M3_C4_KP4_T1_can_r03,KP4_T1,T1,M3,C4,can,3,correct,,answer,False,1,1,1,45.84,44.44
M1_C3_KP4_T2_A_r03,KP4_T2,T2,M1,C3,A,3,correct,,answer,False,1,1,1,16.29,14.36
M3_C1_KP4_T2_A_r03,KP4_T2,T2,M3,C1,A,3,correct,,answer,False,1,1,1,41.62,40.19
M3_C3_KP4_T1_A_r03,KP4_T1,T1,M3,C3,A,3,numeric_wrong,,answer,False,1,0,0,80.96,80.82
M2_C3_KP4_T2_A_r03,KP4_T2,T2,M2,C3,A,3,correct,,answer,False,1,1,1,35.0,33.19
M1_C4_KP4_T2_can_r03,KP4_T2,T2,M1,C4,can,3,correct,,answer,False,1,1,1,14.6,13.19
M2_C2_KP4_T2_can_r03,KP4_T2,T2,M2,C2,can,3,correct,,answer,False,1,1,1,55.76,53.32
M3_C3_KP3_T2_A_r03,KP3_T2,T2,M3,C3,A,3,correct,,answer,False,1,1,1,254.03,252.3
M1_C1_KP4_T3_A_r03,KP4_T3,T3,M1,C1,A,3,numeric_wrong,wrong,answer,False,1,0,0,7.71,7.27
M3_C2_KP4_T2_can_r03,KP4_T2,T2,M3,C2,can,3,correct,,answer,False,1,1,1,58.85,56.21
M1_C2_KP4_T3_can_r03,KP4_T3,T3,M1,C2,can,3,correct,strict,answer,False,1,1,1,11.3,10.14
M3_C3_KP4_T2_A_r03,KP4_T2,T2,M3,C3,A,3,correct,,answer,False,1,1,1,58.54,57.02
M1_C3_KP4_T3_A_r03,KP4_T3,T3,M1,C3,A,3,defensible,defensible,answer,True,1,0,1,14.08,12.71
M2_C1_KP4_T3_A_r03,KP4_T3,T3,M2,C1,A,3,format_failure,,answer,False,0,0,0,46.49,46.47
M2_C4_KP4_T2_can_r03,KP4_T2,T2,M2,C4,can,3,correct,,answer,False,1,1,1,67.07,64.87
M1_C4_KP4_T3_can_r03,KP4_T3,T3,M1,C4,can,3,correct,strict,answer,False,1,1,1,10.17,8.91
M3_C2_KP4_T3_can_r03,KP4_T3,T3,M3,C2,can,3,defensible,defensible,answer,True,1,0,1,54.29,53.21
M2_C3_KP4_T1_A_r03,KP4_T1,T1,M2,C3,A,3,numeric_wrong,,answer,False,1,0,0,174.4,174.21
M1_C1_KP5_T1_A_r03,KP5_T1,T1,M1,C1,A,3,numeric_wrong,,answer,False,1,0,0,7.33,7.05
M2_C1_KP4_T1_A_r03,KP4_T1,T1,M2,C1,A,3,format_failure,,answer,False,1,0,0,213.95,213.62
M2_C2_KP4_T3_can_r03,KP4_T3,T3,M2,C2,can,3,defensible,defensible,answer,True,1,0,1,71.02,69.91
M3_C4_KP4_T2_can_r03,KP4_T2,T2,M3,C4,can,3,correct,,answer,False,1,1,1,87.4,85.49
M1_C2_KP5_T1_can_r03,KP5_T1,T1,M1,C2,can,3,correct,,answer,False,1,1,1,8.69,7.03
M3_C1_KP5_T1_A_r03,KP5_T1,T1,M3,C1,A,3,correct,,answer,False,1,1,1,14.38,14.12
M2_C4_KP4_T3_can_r03,KP4_T3,T3,M2,C4,can,3,code_error,,answer,False,0,0,0,42.96,41.84
M1_C3_KP5_T1_A_r03,KP5_T1,T1,M1,C3,A,3,numeric_wrong,,answer,False,1,0,0,10.63,10.44
M2_C1_KP5_T1_A_r03,KP5_T1,T1,M2,C1,A,3,correct,,answer,False,1,1,1,28.41,27.09
M1_C4_KP5_T1_can_r03,KP5_T1,T1,M1,C4,can,3,correct,,answer,False,1,1,1,6.44,4.99
M2_C2_KP5_T1_can_r03,KP5_T1,T1,M2,C2,can,3,correct,,answer,False,1,1,1,42.34,41.47
M3_C2_KP5_T1_can_r03,KP5_T1,T1,M3,C2,can,3,correct,,answer,False,1,1,1,40.21,39.39
M2_C4_KP5_T1_can_r03,KP5_T1,T1,M2,C4,can,3,correct,,answer,False,1,1,1,22.26,20.97
M3_C4_KP5_T1_can_r03,KP5_T1,T1,M3,C4,can,3,correct,,answer,False,1,1,1,13.76,12.91
M1_C1_KP5_T2_A_r03,KP5_T2,T2,M1,C1,A,3,numeric_wrong,,answer,False,1,0,0,13.22,11.73
M2_C3_KP5_T1_A_r03,KP5_T1,T1,M2,C3,A,3,format_failure,,answer,False,1,0,0,40.38,40.19
M1_C2_KP5_T2_can_r03,KP5_T2,T2,M1,C2,can,3,correct,,answer,False,1,1,1,15.65,14.14
M3_C3_KP5_T1_A_r03,KP5_T1,T1,M3,C3,A,3,numeric_wrong,,answer,False,1,0,0,49.79,49.65
M1_C3_KP5_T2_A_r03,KP5_T2,T2,M1,C3,A,3,numeric_wrong,,answer,False,1,0,0,12.93,10.93
M2_C3_KP4_T3_A_r03,KP4_T3,T3,M2,C3,A,3,defensible,defensible,answer,True,1,0,1,133.18,132.65
M2_C1_KP5_T2_A_r03,KP5_T2,T2,M2,C1,A,3,correct,,answer,False,1,1,1,54.47,52.64
M3_C4_KP4_T3_can_r03,KP4_T3,T3,M3,C4,can,3,correct,strict,answer,False,1,1,1,117.66,116.63
M2_C2_KP5_T2_can_r03,KP5_T2,T2,M2,C2,can,3,code_error,,answer,False,0,0,0,50.47,48.25
M1_C4_KP5_T2_can_r03,KP5_T2,T2,M1,C4,can,3,correct,,answer,False,1,1,1,13.91,11.74
M3_C1_KP5_T2_A_r03,KP5_T2,T2,M3,C1,A,3,numeric_wrong,,answer,False,1,0,0,63.32,59.32
M3_C3_KP3_T1_A_r03,KP3_T1,T1,M3,C3,A,3,format_failure,,answer,False,0,0,0,184.43,184.39
M1_C1_KP5_T3_A_r03,KP5_T3,T3,M1,C1,A,3,correct,strict,answer,False,1,1,1,5.47,4.98
M3_C2_KP5_T2_can_r03,KP5_T2,T2,M3,C2,can,3,format_failure,,answer,False,1,0,0,52.19,48.69
M2_C3_KP5_T2_A_r03,KP5_T2,T2,M2,C3,A,3,correct,,answer,False,1,1,1,40.07,37.78
M1_C2_KP5_T3_can_r03,KP5_T3,T3,M1,C2,can,3,numeric_wrong,wrong,answer,False,1,0,0,5.79,4.79
M2_C2_KP5_T3_can_r03,KP5_T3,T3,M2,C2,can,3,correct,strict,answer,False,1,1,1,11.42,9.79
M1_C3_KP5_T3_A_r03,KP5_T3,T3,M1,C3,A,3,correct,strict,answer,False,1,1,1,8.96,8.57
M2_C1_KP5_T3_A_r03,KP5_T3,T3,M2,C1,A,3,correct,strict,answer,False,1,1,1,21.73,21.37
M1_C4_KP5_T3_can_r03,KP5_T3,T3,M1,C4,can,3,correct,strict,answer,False,1,1,1,7.5,6.02
M3_C3_KP5_T3_A_r03,KP5_T3,T3,M3,C3,A,3,numeric_wrong,wrong,answer,False,1,0,0,13.09,12.89
M3_C2_KP5_T3_can_r03,KP5_T3,T3,M3,C2,can,3,correct,strict,answer,False,1,1,1,30.8,29.61
M3_C1_KP5_T3_A_r03,KP5_T3,T3,M3,C1,A,3,correct,strict,answer,False,1,1,1,35.4,35.18
M2_C4_KP5_T3_can_r03,KP5_T3,T3,M2,C4,can,3,correct,strict,answer,False,1,1,1,14.25,12.71
M1_C1_KP6_T1_A_r03,KP6_T1,T1,M1,C1,A,3,code_error,,answer,False,0,0,0,11.38,10.87
M3_C3_KP5_T2_A_r03,KP5_T2,T2,M3,C3,A,3,numeric_wrong,,answer,False,1,0,0,75.44,72.82
M2_C3_KP5_T3_A_r03,KP5_T3,T3,M2,C3,A,3,correct,strict,answer,False,1,1,1,34.17,33.95
M3_C4_KP5_T3_can_r03,KP5_T3,T3,M3,C4,can,3,correct,strict,answer,False,1,1,1,21.18,19.99
M3_C3_KP4_T3_A_r03,KP4_T3,T3,M3,C3,A,3,format_failure,,answer,False,0,0,0,199.42,199.4
M1_C2_KP6_T1_can_r03,KP6_T1,T1,M1,C2,can,3,numeric_wrong,,answer,False,1,0,0,12.26,10.75
M1_C3_KP6_T1_A_r03,KP6_T1,T1,M1,C3,A,3,code_error,,answer,False,0,0,0,16.97,16.69
M2_C4_KP5_T2_can_r03,KP5_T2,T2,M2,C4,can,3,code_error,,answer,False,0,0,0,82.02,79.93
M3_C4_KP5_T2_can_r03,KP5_T2,T2,M3,C4,can,3,correct,,answer,False,1,1,1,78.72,76.92
M2_C1_KP6_T1_A_r03,KP6_T1,T1,M2,C1,A,3,numeric_wrong,,answer,False,1,0,0,37.05,35.66
M1_C4_KP6_T1_can_r03,KP6_T1,T1,M1,C4,can,3,correct,,answer,False,1,1,1,12.27,10.96
M2_C2_KP6_T1_can_r03,KP6_T1,T1,M2,C2,can,3,format_failure,,answer,False,1,0,0,37.1,35.59
M1_C1_KP6_T2_A_r03,KP6_T2,T2,M1,C1,A,3,numeric_wrong,,answer,False,1,0,0,16.41,14.22
M2_C3_KP6_T1_A_r03,KP6_T1,T1,M2,C3,A,3,numeric_wrong,,answer,False,1,0,0,44.55,43.04
M2_C4_KP6_T1_can_r03,KP6_T1,T1,M2,C4,can,3,correct,,answer,False,1,1,1,29.69,28.62
M1_C2_KP6_T2_can_r03,KP6_T2,T2,M1,C2,can,3,correct,,answer,False,1,1,1,14.98,13.12
M3_C4_KP6_T1_can_r03,KP6_T1,T1,M3,C4,can,3,format_failure,,answer,False,0,0,0,30.95,30.93
M1_C3_KP6_T2_A_r03,KP6_T2,T2,M1,C3,A,3,format_failure,,answer,False,1,0,0,19.77,18.54
M3_C1_KP6_T2_A_r03,KP6_T2,T2,M3,C1,A,3,numeric_wrong,,answer,False,1,0,0,35.95,34.48
M2_C3_KP6_T2_A_r03,KP6_T2,T2,M2,C3,A,3,numeric_wrong,,answer,False,1,0,0,26.42,23.75
M1_C4_KP6_T2_can_r03,KP6_T2,T2,M1,C4,can,3,numeric_wrong,,answer,False,1,0,0,14.61,12.1
M3_C2_KP6_T1_can_r03,KP6_T1,T1,M3,C2,can,3,correct,,answer,False,1,1,1,94.21,93.36
M2_C2_KP6_T2_can_r03,KP6_T2,T2,M2,C2,can,3,correct,,answer,False,1,1,1,55.63,53.04
M1_C1_KP6_T3_A_r03,KP6_T3,T3,M1,C1,A,3,code_error,,answer,False,0,0,0,9.38,9.0
M3_C1_KP4_T3_A_r03,KP4_T3,T3,M3,C1,A,3,numeric_wrong,wrong,answer,False,1,0,0,38.85,38.59
M3_C3_KP6_T2_A_r03,KP6_T2,T2,M3,C3,A,3,format_failure,,answer,False,1,0,0,39.12,37.07
M3_C3_KP6_T1_A_r03,KP6_T1,T1,M3,C3,A,3,numeric_wrong,,answer,False,1,0,0,103.33,101.61
M2_C1_KP6_T2_A_r03,KP6_T2,T2,M2,C1,A,3,numeric_wrong,,answer,False,1,0,0,84.17,81.83
M1_C2_KP6_T3_can_r03,KP6_T3,T3,M1,C2,can,3,numeric_wrong,wrong,answer,True,1,0,0,11.6,9.9
M1_C3_KP6_T3_A_r03,KP6_T3,T3,M1,C3,A,3,code_error,,answer,False,0,0,0,11.32,9.96
M3_C2_KP6_T2_can_r03,KP6_T2,T2,M3,C2,can,3,correct,,answer,False,1,1,1,79.64,77.05
M1_C4_KP6_T3_can_r03,KP6_T3,T3,M1,C4,can,3,correct,strict,answer,False,1,1,1,9.39,7.7
M2_C3_KP6_T3_A_r03,KP6_T3,T3,M2,C3,A,3,format_failure,,answer,False,0,0,0,17.4,17.38
M3_C4_KP6_T2_can_r03,KP6_T2,T2,M3,C4,can,3,correct,,answer,False,1,1,1,55.33,52.49
M2_C4_KP6_T2_can_r03,KP6_T2,T2,M2,C4,can,3,format_failure,,answer,False,1,0,0,64.67,61.68
M2_C2_KP6_T3_can_r03,KP6_T3,T3,M2,C2,can,3,correct,strict,answer,False,1,1,1,44.41,43.22
M3_C1_KP6_T1_A_r03,KP6_T1,T1,M3,C1,A,3,numeric_wrong,,answer,False,1,0,0,161.8,160.85
M1_C1_KP1_T1_A_r04,KP1_T1,T1,M1,C1,A,4,numeric_wrong,,answer,False,1,0,0,19.38,17.98
M2_C1_KP6_T3_A_r03,KP6_T3,T3,M2,C1,A,3,code_error,,answer,False,0,0,0,55.63,53.95
M1_C2_KP1_T1_can_r04,KP1_T1,T1,M1,C2,can,4,correct,,answer,False,1,1,1,7.55,5.78
M3_C4_KP6_T3_can_r03,KP6_T3,T3,M3,C4,can,3,correct,strict,answer,False,1,1,1,29.15,27.79
M2_C4_KP6_T3_can_r03,KP6_T3,T3,M2,C4,can,3,correct,strict,answer,False,1,1,1,31.36,29.89
M3_C1_KP1_T1_A_r04,KP1_T1,T1,M3,C1,A,4,correct,,answer,False,1,1,1,20.64,19.19
M3_C1_KP6_T3_A_r03,KP6_T3,T3,M3,C1,A,3,code_error,,answer,False,0,0,0,72.39,71.34
M1_C4_KP1_T1_can_r04,KP1_T1,T1,M1,C4,can,4,correct,,answer,False,1,1,1,7.37,5.42
M1_C3_KP1_T1_A_r04,KP1_T1,T1,M1,C3,A,4,numeric_wrong,,answer,False,1,0,0,20.02,18.69
M2_C2_KP1_T1_can_r04,KP1_T1,T1,M2,C2,can,4,correct,,answer,False,1,1,1,27.92,26.37
M1_C1_KP1_T2_A_r04,KP1_T2,T2,M1,C1,A,4,correct,,answer,False,1,1,1,17.72,16.8
M3_C4_KP1_T1_can_r04,KP1_T1,T1,M3,C4,can,4,correct,,answer,False,1,1,1,21.7,20.91
M3_C3_KP1_T1_A_r04,KP1_T1,T1,M3,C3,A,4,correct,,answer,False,1,1,1,34.1,33.29
M2_C4_KP1_T1_can_r04,KP1_T1,T1,M2,C4,can,4,correct,,answer,False,1,1,1,27.62,25.94
M3_C3_KP6_T3_A_r03,KP6_T3,T3,M3,C3,A,3,code_error,,answer,False,0,0,0,87.42,85.98
M3_C2_KP1_T1_can_r04,KP1_T1,T1,M3,C2,can,4,correct,,answer,False,1,1,1,54.18,53.1
M1_C2_KP1_T2_can_r04,KP1_T2,T2,M1,C2,can,4,correct,,answer,False,1,1,1,16.02,13.7
M1_C3_KP1_T2_A_r04,KP1_T2,T2,M1,C3,A,4,numeric_wrong,,answer,False,1,0,0,20.33,19.08
M1_C4_KP1_T2_can_r04,KP1_T2,T2,M1,C4,can,4,correct,,answer,False,1,1,1,13.74,12.46
M3_C2_KP1_T2_can_r04,KP1_T2,T2,M3,C2,can,4,correct,,answer,False,1,1,1,42.4,41.26
M2_C1_KP1_T2_A_r04,KP1_T2,T2,M2,C1,A,4,correct,,answer,False,1,1,1,67.21,66.21
M2_C3_KP1_T2_A_r04,KP1_T2,T2,M2,C3,A,4,vis_failure,,answer,False,1,0,0,42.38,42.24
M1_C1_KP1_T3_A_r04,KP1_T3,T3,M1,C1,A,4,numeric_wrong,wrong,answer,False,1,0,0,9.59,9.35
M3_C2_KP6_T3_can_r03,KP6_T3,T3,M3,C2,can,3,numeric_wrong,wrong,answer,False,1,0,0,181.3,180.5
M3_C3_KP1_T2_A_r04,KP1_T2,T2,M3,C3,A,4,correct,,answer,False,1,1,1,83.95,82.85
M1_C2_KP1_T3_can_r04,KP1_T3,T3,M1,C2,can,4,correct,strict,answer,False,1,1,1,7.31,6.63
M2_C1_KP1_T3_A_r04,KP1_T3,T3,M2,C1,A,4,correct,strict,answer,False,1,1,1,49.38,49.05
M2_C2_KP1_T2_can_r04,KP1_T2,T2,M2,C2,can,4,code_error,,answer,False,0,0,0,106.06,104.52
M2_C4_KP1_T2_can_r04,KP1_T2,T2,M2,C4,can,4,correct,,answer,False,1,1,1,67.14,65.74
M1_C3_KP1_T3_A_r04,KP1_T3,T3,M1,C3,A,4,numeric_wrong,wrong,answer,False,1,0,0,8.94,8.28
M2_C2_KP1_T3_can_r04,KP1_T3,T3,M2,C2,can,4,correct,strict,answer,False,1,1,1,16.07,15.21
M1_C4_KP1_T3_can_r04,KP1_T3,T3,M1,C4,can,4,correct,strict,answer,False,1,1,1,7.56,6.79
M2_C4_KP1_T3_can_r04,KP1_T3,T3,M2,C4,can,4,correct,strict,answer,False,1,1,1,15.91,14.67
M2_C3_KP1_T3_A_r04,KP1_T3,T3,M2,C3,A,4,format_failure,,answer,False,0,0,0,26.83,26.8
M1_C1_KP2_T1_A_r04,KP2_T1,T1,M1,C1,A,4,numeric_wrong,,answer,False,1,0,0,8.96,8.65
M3_C2_KP1_T3_can_r04,KP1_T3,T3,M3,C2,can,4,correct,strict,answer,False,1,1,1,35.73,35.16
M1_C2_KP2_T1_can_r04,KP2_T1,T1,M1,C2,can,4,correct,,answer,False,1,1,1,8.06,7.6
M3_C1_KP1_T2_A_r04,KP1_T2,T2,M3,C1,A,4,correct,,answer,False,1,1,1,155.06,153.58
M2_C2_KP2_T1_can_r04,KP2_T1,T1,M2,C2,can,4,correct,,answer,False,1,1,1,13.14,12.56
M3_C4_KP1_T3_can_r04,KP1_T3,T3,M3,C4,can,4,correct,strict,answer,False,1,1,1,40.72,40.37
M2_C1_KP2_T1_A_r04,KP2_T1,T1,M2,C1,A,4,numeric_wrong,,answer,False,1,0,0,29.17,28.96
M1_C3_KP2_T1_A_r04,KP2_T1,T1,M1,C3,A,4,correct,,answer,False,1,1,1,10.72,10.51
M1_C4_KP2_T1_can_r04,KP2_T1,T1,M1,C4,can,4,correct,,answer,False,1,1,1,5.73,5.24
M2_C3_KP2_T1_A_r04,KP2_T1,T1,M2,C3,A,4,correct,,answer,False,1,1,1,15.34,15.11
M3_C3_KP2_T1_A_r04,KP2_T1,T1,M3,C3,A,4,correct,,answer,False,1,1,1,19.49,18.97
M3_C3_KP1_T3_A_r04,KP1_T3,T3,M3,C3,A,4,correct,strict,answer,False,1,1,1,75.18,74.99
M3_C2_KP2_T1_can_r04,KP2_T1,T1,M3,C2,can,4,correct,,answer,False,1,1,1,39.18,38.64
M1_C1_KP2_T2_A_r04,KP2_T2,T2,M1,C1,A,4,numeric_wrong,,answer,False,1,0,0,13.38,12.0
M2_C3_KP1_T1_A_r04,KP1_T1,T1,M2,C3,A,4,correct,,answer,False,1,1,1,239.19,238.16
M1_C2_KP2_T2_can_r04,KP2_T2,T2,M1,C2,can,4,correct,,answer,False,1,1,1,16.54,14.72
M2_C1_KP2_T2_A_r04,KP2_T2,T2,M2,C1,A,4,correct,,answer,False,1,1,1,27.48,25.9
M3_C1_KP2_T1_A_r04,KP2_T1,T1,M3,C1,A,4,numeric_wrong,,answer,False,1,0,0,79.67,79.2
M3_C4_KP2_T1_can_r04,KP2_T1,T1,M3,C4,can,4,correct,,answer,False,1,1,1,45.4,45.07
M1_C3_KP2_T2_A_r04,KP2_T2,T2,M1,C3,A,4,correct,,answer,False,1,1,1,13.27,11.89
M2_C1_KP1_T1_A_r04,KP1_T1,T1,M2,C1,A,4,format_failure,,answer,False,0,0,0,282.96,282.94
M3_C1_KP1_T3_A_r04,KP1_T3,T3,M3,C1,A,4,format_failure,,answer,False,0,0,0,169.05,169.03
M1_C4_KP2_T2_can_r04,KP2_T2,T2,M1,C4,can,4,correct,,answer,False,1,1,1,10.28,8.83
M1_C1_KP2_T3_A_r04,KP2_T3,T3,M1,C1,A,4,correct,strict,answer,False,1,1,1,6.89,6.62
M2_C4_KP2_T2_can_r04,KP2_T2,T2,M2,C4,can,4,correct,,answer,False,1,1,1,18.02,14.78
M2_C3_KP2_T2_A_r04,KP2_T2,T2,M2,C3,A,4,correct,,answer,False,1,1,1,29.04,26.91
M1_C2_KP2_T3_can_r04,KP2_T3,T3,M1,C2,can,4,numeric_wrong,wrong,answer,True,1,0,0,9.9,9.14
M2_C2_KP2_T2_can_r04,KP2_T2,T2,M2,C2,can,4,correct,,answer,False,1,1,1,54.5,52.89
M3_C1_KP2_T2_A_r04,KP2_T2,T2,M3,C1,A,4,code_error,,answer,False,0,0,0,76.09,74.42
M2_C1_KP2_T3_A_r04,KP2_T3,T3,M2,C1,A,4,format_failure,,answer,False,1,0,0,37.26,36.98
M2_C2_KP2_T3_can_r04,KP2_T3,T3,M2,C2,can,4,correct,strict,answer,False,1,1,1,23.13,22.81
M1_C3_KP2_T3_A_r04,KP2_T3,T3,M1,C3,A,4,numeric_wrong,wrong,answer,True,1,0,0,12.98,12.68
M1_C4_KP2_T3_can_r04,KP2_T3,T3,M1,C4,can,4,correct,strict,answer,False,1,1,1,6.76,6.06
M3_C2_KP2_T2_can_r04,KP2_T2,T2,M3,C2,can,4,correct,,answer,False,1,1,1,91.4,89.63
M3_C2_KP2_T3_can_r04,KP2_T3,T3,M3,C2,can,4,correct,strict,answer,False,1,1,1,42.89,42.5
M3_C4_KP1_T2_can_r04,KP1_T2,T2,M3,C4,can,4,format_failure,,answer,False,1,0,0,257.59,256.16
M3_C4_KP2_T3_can_r04,KP2_T3,T3,M3,C4,can,4,correct,strict,answer,False,1,1,1,10.56,10.1
M1_C1_KP3_T1_A_r04,KP3_T1,T1,M1,C1,A,4,numeric_wrong,,answer,False,1,0,0,10.13,9.94
M3_C1_KP2_T3_A_r04,KP2_T3,T3,M3,C1,A,4,correct,strict,answer,False,1,1,1,69.78,69.61
M3_C4_KP2_T2_can_r04,KP2_T2,T2,M3,C4,can,4,correct,,answer,False,1,1,1,86.69,84.48
M2_C4_KP2_T3_can_r04,KP2_T3,T3,M2,C4,can,4,correct,strict,answer,False,1,1,1,31.55,31.16
M3_C3_KP2_T2_A_r04,KP2_T2,T2,M3,C3,A,4,correct,,answer,False,1,1,1,106.46,104.68
M1_C2_KP3_T1_can_r04,KP3_T1,T1,M1,C2,can,4,correct,,answer,False,1,1,1,15.2,14.82
M2_C4_KP2_T1_can_r04,KP2_T1,T1,M2,C4,can,4,code_error,,answer,False,0,0,0,154.39,154.2
M3_C2_KP3_T1_can_r04,KP3_T1,T1,M3,C2,can,4,correct,,answer,False,1,1,1,16.77,16.4
M2_C2_KP3_T1_can_r04,KP3_T1,T1,M2,C2,can,4,correct,,answer,False,1,1,1,26.33,25.87
M1_C3_KP3_T1_A_r04,KP3_T1,T1,M1,C3,A,4,numeric_wrong,,answer,False,1,0,0,21.31,21.08
M1_C4_KP3_T1_can_r04,KP3_T1,T1,M1,C4,can,4,correct,,answer,False,1,1,1,10.82,10.44
M2_C4_KP3_T1_can_r04,KP3_T1,T1,M2,C4,can,4,correct,,answer,False,1,1,1,19.18,18.74
M2_C1_KP3_T1_A_r04,KP3_T1,T1,M2,C1,A,4,correct,,answer,False,1,1,1,55.55,55.31
M1_C1_KP3_T2_A_r04,KP3_T2,T2,M1,C1,A,4,numeric_wrong,,answer,False,1,0,0,24.24,22.62
M2_C3_KP2_T3_A_r04,KP2_T3,T3,M2,C3,A,4,numeric_wrong,wrong,answer,True,1,0,0,98.6,98.32
M1_C2_KP3_T2_can_r04,KP3_T2,T2,M1,C2,can,4,numeric_wrong,,answer,False,1,0,0,19.72,18.19
M2_C3_KP3_T1_A_r04,KP3_T1,T1,M2,C3,A,4,correct,,answer,False,1,1,1,73.83,73.49
M1_C3_KP3_T2_A_r04,KP3_T2,T2,M1,C3,A,4,correct,,answer,False,1,1,1,22.32,21.51
M3_C4_KP3_T1_can_r04,KP3_T1,T1,M3,C4,can,4,correct,,answer,False,1,1,1,70.15,69.67
M2_C2_KP3_T2_can_r04,KP3_T2,T2,M2,C2,can,4,correct,,answer,False,1,1,1,48.68,47.05
M3_C1_KP3_T1_A_r04,KP3_T1,T1,M3,C1,A,4,numeric_wrong,,answer,False,1,0,0,114.19,114.01
M3_C2_KP3_T2_can_r04,KP3_T2,T2,M3,C2,can,4,correct,,answer,False,1,1,1,55.58,53.74
M1_C4_KP3_T2_can_r04,KP3_T2,T2,M1,C4,can,4,correct,,answer,False,1,1,1,22.3,20.4
M1_C1_KP3_T3_A_r04,KP3_T3,T3,M1,C1,A,4,numeric_wrong,wrong,answer,False,1,0,0,9.44,9.19
M3_C3_KP3_T1_A_r04,KP3_T1,T1,M3,C3,A,4,numeric_wrong,,answer,False,1,0,0,141.09,140.9
M2_C3_KP3_T2_A_r04,KP3_T2,T2,M2,C3,A,4,correct,,answer,False,1,1,1,73.97,72.14
M2_C4_KP3_T2_can_r04,KP3_T2,T2,M2,C4,can,4,code_error,,answer,False,0,0,0,67.41,66.3
M3_C3_KP2_T3_A_r04,KP2_T3,T3,M3,C3,A,4,numeric_wrong,wrong,answer,True,1,0,0,203.98,203.8
M1_C2_KP3_T3_can_r04,KP3_T3,T3,M1,C2,can,4,numeric_wrong,wrong,answer,False,1,0,0,15.6,14.79
M1_C3_KP3_T3_A_r04,KP3_T3,T3,M1,C3,A,4,numeric_wrong,wrong,answer,False,1,0,0,10.22,9.98
M3_C4_KP3_T2_can_r04,KP3_T2,T2,M3,C4,can,4,correct,,answer,False,1,1,1,75.59,74.26
M2_C1_KP3_T2_A_r04,KP3_T2,T2,M2,C1,A,4,correct,,answer,False,1,1,1,164.33,162.97
M1_C4_KP3_T3_can_r04,KP3_T3,T3,M1,C4,can,4,correct,strict,answer,False,1,1,1,7.11,6.67
M2_C2_KP3_T3_can_r04,KP3_T3,T3,M2,C2,can,4,numeric_wrong,wrong,answer,False,1,0,0,36.85,36.28
M2_C1_KP3_T3_A_r04,KP3_T3,T3,M2,C1,A,4,format_failure,,answer,False,1,0,0,82.26,81.99
M2_C3_KP3_T3_A_r04,KP3_T3,T3,M2,C3,A,4,numeric_wrong,wrong,answer,False,1,0,0,35.1,34.84
M1_C1_KP4_T1_A_r04,KP4_T1,T1,M1,C1,A,4,numeric_wrong,,answer,False,1,0,0,12.8,11.78
M2_C4_KP3_T3_can_r04,KP3_T3,T3,M2,C4,can,4,format_failure,,answer,False,1,0,0,26.22,25.79
M1_C2_KP4_T1_can_r04,KP4_T1,T1,M1,C2,can,4,numeric_wrong,,answer,False,1,0,0,10.95,10.06
M3_C1_KP3_T2_A_r04,KP3_T2,T2,M3,C1,A,4,numeric_wrong,,answer,False,1,0,0,184.26,182.74
M1_C3_KP4_T1_A_r04,KP4_T1,T1,M1,C3,A,4,numeric_wrong,,answer,False,1,0,0,14.04,13.22
M3_C1_KP4_T1_A_r04,KP4_T1,T1,M3,C1,A,4,numeric_wrong,,answer,False,1,0,0,29.73,29.59
M2_C2_KP4_T1_can_r04,KP4_T1,T1,M2,C2,can,4,correct,,answer,False,1,1,1,18.88,18.15
M3_C2_KP4_T1_can_r04,KP4_T1,T1,M3,C2,can,4,code_error,,answer,False,0,0,0,19.82,19.67
M1_C4_KP4_T1_can_r04,KP4_T1,T1,M1,C4,can,4,correct,,answer,False,1,1,1,12.07,11.04
M2_C4_KP4_T1_can_r04,KP4_T1,T1,M2,C4,can,4,correct,,answer,False,1,1,1,19.9,18.83
M3_C2_KP3_T3_can_r04,KP3_T3,T3,M3,C2,can,4,numeric_wrong,wrong,answer,False,1,0,0,101.45,101.01
M1_C1_KP4_T2_A_r04,KP4_T2,T2,M1,C1,A,4,correct,,answer,False,1,1,1,14.77,12.84
M3_C4_KP4_T1_can_r04,KP4_T1,T1,M3,C4,can,4,correct,,answer,False,1,1,1,32.28,30.56
