run_id,experiment,task_id,variant,temperature,rep,exec_ok,correct,correct_def,bucket,tier,latency_api_s,model
temperature_KP2_T3_C4_full_t1.0_r02,temperature,KP2_T3,C4_full,1.0,2,1,1,1,correct,strict,2.07,deepseek-chat
temperature_KP2_T3_C4_full_t1.0_r03,temperature,KP2_T3,C4_full,1.0,3,1,1,1,correct,strict,2.13,deepseek-chat
temperature_KP2_T3_C4_full_t1.0_r04,temperature,KP2_T3,C4_full,1.0,4,1,1,1,correct,strict,1.96,deepseek-chat
temperature_KP2_T3_C4_full_t1.0_r05,temperature,KP2_T3,C4_full,1.0,5,1,1,1,correct,strict,2.05,deepseek-chat
temperature_KP3_T1_C1_t0.0_r01,temperature,KP3_T1,C1,0.0,1,1,1,1,correct,,9.77,deepseek-chat
temperature_KP3_T1_C1_t0.0_r02,temperature,KP3_T1,C1,0.0,2,1,1,1,correct,,7.93,deepseek-chat
temperature_KP3_T1_C1_t0.0_r03,temperature,KP3_T1,C1,0.0,3,1,0,0,numeric_wrong,,9.55,deepseek-chat
temperature_KP3_T1_C1_t0.0_r04,temperature,KP3_T1,C1,0.0,4,1,0,0,numeric_wrong,,8.27,deepseek-chat
temperature_KP3_T1_C1_t0.0_r05,temperature,KP3_T1,C1,0.0,5,1,0,0,numeric_wrong,,10.36,deepseek-chat
temperature_KP3_T1_C1_t0.5_r01,temperature,KP3_T1,C1,0.5,1,1,0,0,numeric_wrong,,13.3,deepseek-chat
temperature_KP3_T1_C1_t0.5_r02,temperature,KP3_T1,C1,0.5,2,1,0,0,numeric_wrong,,9.66,deepseek-chat
temperature_KP3_T1_C1_t0.5_r03,temperature,KP3_T1,C1,0.5,3,1,0,0,numeric_wrong,,9.63,deepseek-chat
temperature_KP3_T1_C1_t0.5_r04,temperature,KP3_T1,C1,0.5,4,1,0,0,numeric_wrong,,10.3,deepseek-chat
temperature_KP3_T1_C1_t0.5_r05,temperature,KP3_T1,C1,0.5,5,1,0,0,numeric_wrong,,10.6,deepseek-chat
temperature_KP3_T1_C1_t1.0_r01,temperature,KP3_T1,C1,1.0,1,1,1,1,correct,,4.35,deepseek-chat
temperature_KP3_T1_C1_t1.0_r02,temperature,KP3_T1,C1,1.0,2,1,0,0,numeric_wrong,,7.93,deepseek-chat
temperature_KP3_T1_C1_t1.0_r03,temperature,KP3_T1,C1,1.0,3,1,0,0,numeric_wrong,,10.23,deepseek-chat
temperature_KP3_T1_C1_t1.0_r04,temperature,KP3_T1,C1,1.0,4,1,0,0,numeric_wrong,,9.2,deepseek-chat
temperature_KP3_T1_C1_t1.0_r05,temperature,KP3_T1,C1,1.0,5,1,0,0,numeric_wrong,,11.37,deepseek-chat
temperature_KP3_T1_C4_full_t0.0_r01,temperature,KP3_T1,C4_full,0.0,1,1,1,1,correct,,3.46,deepseek-chat
temperature_KP3_T1_C4_full_t0.0_r02,temperature,KP3_T1,C4_full,0.0,2,1,1,1,correct,,4.32,deepseek-chat
temperature_KP3_T1_C4_full_t0.0_r03,temperature,KP3_T1,C4_full,0.0,3,1,1,1,correct,,3.89,deepseek-chat
temperature_KP3_T1_C4_full_t0.0_r04,temperature,KP3_T1,C4_full,0.0,4,1,1,1,correct,,4.11,deepseek-chat
temperature_KP3_T1_C4_full_t0.0_r05,temperature,KP3_T1,C4_full,0.0,5,1,1,1,correct,,4.12,deepseek-chat
temperature_KP3_T1_C4_full_t0.5_r01,temperature,KP3_T1,C4_full,0.5,1,1,1,1,correct,,3.8,deepseek-chat
temperature_KP3_T1_C4_full_t0.5_r02,temperature,KP3_T1,C4_full,0.5,2,1,1,1,correct,,3.88,deepseek-chat
temperature_KP3_T1_C4_full_t0.5_r03,temperature,KP3_T1,C4_full,0.5,3,1,1,1,correct,,3.97,deepseek-chat
temperature_KP3_T1_C4_full_t0.5_r04,temperature,KP3_T1,C4_full,0.5,4,1,1,1,correct,,2.75,deepseek-chat
temperature_KP3_T1_C4_full_t0.5_r05,temperature,KP3_T1,C4_full,0.5,5,1,1,1,correct,,3.62,deepseek-chat
temperature_KP3_T1_C4_full_t1.0_r01,temperature,KP3_T1,C4_full,1.0,1,1,1,1,correct,,4.25,deepseek-chat
temperature_KP3_T1_C4_full_t1.0_r02,temperature,KP3_T1,C4_full,1.0,2,1,1,1,correct,,3.35,deepseek-chat
temperature_KP3_T1_C4_full_t1.0_r03,temperature,KP3_T1,C4_full,1.0,3,1,1,1,correct,,4.19,deepseek-chat
temperature_KP3_T1_C4_full_t1.0_r04,temperature,KP3_T1,C4_full,1.0,4,0,0,0,code_error,,3.78,deepseek-chat
temperature_KP3_T1_C4_full_t1.0_r05,temperature,KP3_T1,C4_full,1.0,5,1,1,1,correct,,3.4,deepseek-chat
temperature_KP4_T1_C1_t0.0_r01,temperature,KP4_T1,C1,0.0,1,1,0,0,numeric_wrong,,1.58,deepseek-chat
temperature_KP4_T1_C1_t0.0_r02,temperature,KP4_T1,C1,0.0,2,1,0,0,numeric_wrong,,1.7,deepseek-chat
temperature_KP4_T1_C1_t0.0_r03,temperature,KP4_T1,C1,0.0,3,1,0,0,numeric_wrong,,5.74,deepseek-chat
temperature_KP4_T1_C1_t0.0_r04,temperature,KP4_T1,C1,0.0,4,1,0,0,numeric_wrong,,1.44,deepseek-chat
temperature_KP4_T1_C1_t0.0_r05,temperature,KP4_T1,C1,0.0,5,1,0,0,numeric_wrong,,5.91,deepseek-chat
temperature_KP4_T1_C1_t0.5_r01,temperature,KP4_T1,C1,0.5,1,1,0,0,numeric_wrong,,6.94,deepseek-chat
temperature_KP4_T1_C1_t0.5_r02,temperature,KP4_T1,C1,0.5,2,1,0,0,numeric_wrong,,3.79,deepseek-chat
temperature_KP4_T1_C1_t0.5_r03,temperature,KP4_T1,C1,0.5,3,1,0,0,numeric_wrong,,1.35,deepseek-chat
temperature_KP4_T1_C1_t0.5_r04,temperature,KP4_T1,C1,0.5,4,1,1,1,correct,,3.29,deepseek-chat
temperature_KP4_T1_C1_t0.5_r05,temperature,KP4_T1,C1,0.5,5,1,0,0,numeric_wrong,,5.38,deepseek-chat
temperature_KP4_T1_C1_t1.0_r01,temperature,KP4_T1,C1,1.0,1,1,0,0,numeric_wrong,,6.93,deepseek-chat
temperature_KP4_T1_C1_t1.0_r02,temperature,KP4_T1,C1,1.0,2,1,0,0,numeric_wrong,,8.19,deepseek-chat
temperature_KP4_T1_C1_t1.0_r03,temperature,KP4_T1,C1,1.0,3,1,0,0,numeric_wrong,,4.28,deepseek-chat
temperature_KP4_T1_C1_t1.0_r04,temperature,KP4_T1,C1,1.0,4,1,0,0,numeric_wrong,,8.25,deepseek-chat
temperature_KP4_T1_C1_t1.0_r05,temperature,KP4_T1,C1,1.0,5,1,0,0,numeric_wrong,,6.09,deepseek-chat
temperature_KP4_T1_C4_full_t0.0_r01,temperature,KP4_T1,C4_full,0.0,1,1,1,1,correct,,2.58,deepseek-chat
temperature_KP4_T1_C4_full_t0.0_r02,temperature,KP4_T1,C4_full,0.0,2,1,1,1,correct,,2.59,deepseek-chat
temperature_KP4_T1_C4_full_t0.0_r03,temperature,KP4_T1,C4_full,0.0,3,1,1,1,correct,,3.3,deepseek-chat
temperature_KP4_T1_C4_full_t0.0_r04,temperature,KP4_T1,C4_full,0.0,4,1,1,1,correct,,2.5,deepseek-chat
temperature_KP4_T1_C4_full_t0.0_r05,temperature,KP4_T1,C4_full,0.0,5,1,1,1,correct,,2.5,deepseek-chat
temperature_KP4_T1_C4_full_t0.5_r01,temperature,KP4_T1,C4_full,0.5,1,1,1,1,correct,,2.69,deepseek-chat
temperature_KP4_T1_C4_full_t0.5_r02,temperature,KP4_T1,C4_full,0.5,2,1,1,1,correct,,2.89,deepseek-chat
temperature_KP4_T1_C4_full_t0.5_r03,temperature,KP4_T1,C4_full,0.5,3,1,1,1,correct,,2.75,deepseek-chat
temperature_KP4_T1_C4_full_t0.5_r04,temperature,KP4_T1,C4_full,0.5,4,1,1,1,correct,,2.14,deepseek-chat
temperature_KP4_T1_C4_full_t0.5_r05,temperature,KP4_T1,C4_full,0.5,5,1,1,1,correct,,2.42,deepseek-chat
temperature_KP4_T1_C4_full_t1.0_r01,temperature,KP4_T1,C4_full,1.0,1,1,1,1,correct,,3.09,deepseek-chat
temperature_KP4_T1_C4_full_t1.0_r02,temperature,KP4_T1,C4_full,1.0,2,1,1,1,correct,,2.58,deepseek-chat
temperature_KP4_T1_C4_full_t1.0_r03,temperature,KP4_T1,C4_full,1.0,3,1,1,1,correct,,2.69,deepseek-chat
temperature_KP4_T1_C4_full_t1.0_r04,temperature,KP4_T1,C4_full,1.0,4,1,1,1,correct,,3.18,deepseek-chat
temperature_KP4_T1_C4_full_t1.0_r05,temperature,KP4_T1,C4_full,1.0,5,1,1,1,correct,,2.66,deepseek-chat
temperature_KP5_T3_C1_t0.0_r01,temperature,KP5_T3,C1,0.0,1,1,0,0,numeric_wrong,wrong,2.41,deepseek-chat
temperature_KP5_T3_C1_t0.0_r02,temperature,KP5_T3,C1,0.0,2,1,0,0,numeric_wrong,wrong,2.0,deepseek-chat
temperature_KP5_T3_C1_t0.0_r03,temperature,KP5_T3,C1,0.0,3,1,1,1,correct,strict,2.52,deepseek-chat
temperature_KP5_T3_C1_t0.0_r04,temperature,KP5_T3,C1,0.0,4,1,0,0,numeric_wrong,wrong,2.41,deepseek-chat
temperature_KP5_T3_C1_t0.0_r05,temperature,KP5_T3,C1,0.0,5,1,0,0,numeric_wrong,wrong,2.51,deepseek-chat
temperature_KP5_T3_C1_t0.5_r01,temperature,KP5_T3,C1,0.5,1,1,1,1,correct,strict,1.87,deepseek-chat
temperature_KP5_T3_C1_t0.5_r02,temperature,KP5_T3,C1,0.5,2,1,0,0,numeric_wrong,wrong,2.34,deepseek-chat
temperature_KP5_T3_C1_t0.5_r03,temperature,KP5_T3,C1,0.5,3,0,0,0,format_failure,,2.59,deepseek-chat
temperature_KP5_T3_C1_t0.5_r04,temperature,KP5_T3,C1,0.5,4,1,1,1,correct,strict,2.12,deepseek-chat
temperature_KP5_T3_C1_t0.5_r05,temperature,KP5_T3,C1,0.5,5,1,0,0,numeric_wrong,wrong,2.47,deepseek-chat
temperature_KP5_T3_C1_t1.0_r01,temperature,KP5_T3,C1,1.0,1,0,0,0,format_failure,,3.09,deepseek-chat
temperature_KP5_T3_C1_t1.0_r02,temperature,KP5_T3,C1,1.0,2,0,0,0,format_failure,,2.06,deepseek-chat
temperature_KP5_T3_C1_t1.0_r03,temperature,KP5_T3,C1,1.0,3,1,1,1,correct,strict,1.97,deepseek-chat
temperature_KP5_T3_C1_t1.0_r04,temperature,KP5_T3,C1,1.0,4,1,1,1,correct,strict,3.67,deepseek-chat
temperature_KP5_T3_C1_t1.0_r05,temperature,KP5_T3,C1,1.0,5,1,0,0,numeric_wrong,wrong,1.71,deepseek-chat
temperature_KP5_T3_C4_full_t0.0_r01,temperature,KP5_T3,C4_full,0.0,1,1,1,1,correct,strict,2.07,deepseek-chat
temperature_KP5_T3_C4_full_t0.0_r02,temperature,KP5_T3,C4_full,0.0,2,1,1,1,correct,strict,1.9,deepseek-chat
temperature_KP5_T3_C4_full_t0.0_r03,temperature,KP5_T3,C4_full,0.0,3,1,1,1,correct,strict,2.02,deepseek-chat
temperature_KP5_T3_C4_full_t0.0_r04,temperature,KP5_T3,C4_full,0.0,4,1,1,1,correct,strict,2.1,deepseek-chat
temperature_KP5_T3_C4_full_t0.0_r05,temperature,KP5_T3,C4_full,0.0,5,1,1,1,correct,strict,2.02,deepseek-chat
temperature_KP5_T3_C4_full_t0.5_r01,temperature,KP5_T3,C4_full,0.5,1,1,1,1,correct,strict,2.51,deepseek-chat
temperature_KP5_T3_C4_full_t0.5_r02,temperature,KP5_T3,C4_full,0.5,2,1,1,1,correct,strict,2.27,deepseek-chat
temperature_KP5_T3_C4_full_t0.5_r03,temperature,KP5_T3,C4_full,0.5,3,1,1,1,correct,strict,2.3,deepseek-chat
temperature_KP5_T3_C4_full_t0.5_r04,temperature,KP5_T3,C4_full,0.5,4,1,1,1,correct,strict,2.11,deepseek-chat
temperature_KP5_T3_C4_full_t0.5_r05,temperature,KP5_T3,C4_full,0.5,5,1,1,1,correct,strict,2.09,deepseek-chat
temperature_KP5_T3_C4_full_t1.0_r01,temperature,KP5_T3,C4_full,1.0,1,1,1,1,correct,strict,2.15,deepseek-chat
temperature_KP5_T3_C4_full_t1.0_r02,temperature,KP5_T3,C4_full,1.0,2,1,1,1,correct,strict,2.14,deepseek-chat
temperature_KP5_T3_C4_full_t1.0_r03,temperature,KP5_T3,C4_full,1.0,3,1,1,1,correct,strict,1.97,deepseek-chat
temperature_KP5_T3_C4_full_t1.0_r04,temperature,KP5_T3,C4_full,1.0,4,1,1,1,correct,strict,3.01,deepseek-chat
temperature_KP5_T3_C4_full_t1.0_r05,temperature,KP5_T3,C4_full,1.0,5,1,1,1,correct,strict,2.46,deepseek-chat
temperature_KP6_T1_C1_t0.0_r01,temperature,KP6_T1,C1,0.0,1,1,0,0,numeric_wrong,,7.11,deepseek-chat
temperature_KP6_T1_C1_t0.0_r02,temperature,KP6_T1,C1,0.0,2,1,0,0,numeric_wrong,,7.74,deepseek-chat
temperature_KP6_T1_C1_t0.0_r03,temperature,KP6_T1,C1,0.0,3,1,0,0,numeric_wrong,,7.49,deepseek-chat
temperature_KP6_T1_C1_t0.0_r04,temperature,KP6_T1,C1,0.0,4,0,0,0,code_error,,7.6,deepseek-chat
temperature_KP6_T1_C1_t0.0_r05,temperature,KP6_T1,C1,0.0,5,1,0,0,numeric_wrong,,7.34,deepseek-chat
temperature_KP6_T1_C1_t0.5_r01,temperature,KP6_T1,C1,0.5,1,1,0,0,numeric_wrong,,6.23,deepseek-chat
temperature_KP6_T1_C1_t0.5_r02,temperature,KP6_T1,C1,0.5,2,1,0,0,numeric_wrong,,6.21,deepseek-chat
temperature_KP6_T1_C1_t0.5_r03,temperature,KP6_T1,C1,0.5,3,1,0,0,numeric_wrong,,6.36,deepseek-chat
temperature_KP6_T1_C1_t0.5_r04,temperature,KP6_T1,C1,0.5,4,1,0,0,numeric_wrong,,7.81,deepseek-chat
temperature_KP6_T1_C1_t0.5_r05,temperature,KP6_T1,C1,0.5,5,0,0,0,code_error,,6.62,deepseek-chat
temperature_KP6_T1_C1_t1.0_r01,temperature,KP6_T1,C1,1.0,1,1,0,0,numeric_wrong,,6.39,deepseek-chat
temperature_KP6_T1_C1_t1.0_r02,temperature,KP6_T1,C1,1.0,2,1,0,0,numeric_wrong,,7.82,deepseek-chat
temperature_KP6_T1_C1_t1.0_r03,temperature,KP6_T1,C1,1.0,3,1,0,0,numeric_wrong,,8.09,deepseek-chat
temperature_KP6_T1_C1_t1.0_r04,temperature,KP6_T1,C1,1.0,4,1,0,0,numeric_wrong,,5.43,deepseek-chat
temperature_KP6_T1_C1_t1.0_r05,temperature,KP6_T1,C1,1.0,5,1,0,0,numeric_wrong,,5.62,deepseek-chat
temperature_KP6_T1_C4_full_t0.0_r01,temperature,KP6_T1,C4_full,0.0,1,1,0,0,numeric_wrong,,4.2,deepseek-chat
temperature_KP6_T1_C4_full_t0.0_r02,temperature,KP6_T1,C4_full,0.0,2,1,0,0,numeric_wrong,,6.63,deepseek-chat
temperature_KP6_T1_C4_full_t0.0_r03,temperature,KP6_T1,C4_full,0.0,3,1,0,0,numeric_wrong,,4.52,deepseek-chat
temperature_KP6_T1_C4_full_t0.0_r04,temperature,KP6_T1,C4_full,0.0,4,1,0,0,numeric_wrong,,4.95,deepseek-chat
temperature_KP6_T1_C4_full_t0.0_r05,temperature,KP6_T1,C4_full,0.0,5,1,0,0,numeric_wrong,,4.95,deepseek-chat
temperature_KP6_T1_C4_full_t0.5_r01,temperature,KP6_T1,C4_full,0.5,1,1,0,0,numeric_wrong,,4.18,deepseek-chat
temperature_KP6_T1_C4_full_t0.5_r02,temperature,KP6_T1,C4_full,0.5,2,1,0,0,numeric_wrong,,4.13,deepseek-chat
temperature_KP6_T1_C4_full_t0.5_r03,temperature,KP6_T1,C4_full,0.5,3,1,0,0,numeric_wrong,,4.02,deepseek-chat
temperature_KP6_T1_C4_full_t0.5_r04,temperature,KP6_T1,C4_full,0.5,4,1,0,0,numeric_wrong,,4.43,deepseek-chat
temperature_KP6_T1_C4_full_t0.5_r05,temperature,KP6_T1,C4_full,0.5,5,1,0,0,numeric_wrong,,8.26,deepseek-chat
temperature_KP6_T1_C4_full_t1.0_r01,temperature,KP6_T1,C4_full,1.0,1,1,0,0,numeric_wrong,,4.15,deepseek-chat
temperature_KP6_T1_C4_full_t1.0_r02,temperature,KP6_T1,C4_full,1.0,2,1,0,0,numeric_wrong,,4.72,deepseek-chat
temperature_KP6_T1_C4_full_t1.0_r03,temperature,KP6_T1,C4_full,1.0,3,1,0,0,numeric_wrong,,5.36,deepseek-chat
temperature_KP6_T1_C4_full_t1.0_r04,temperature,KP6_T1,C4_full,1.0,4,1,0,0,numeric_wrong,,3.64,deepseek-chat
temperature_KP6_T1_C4_full_t1.0_r05,temperature,KP6_T1,C4_full,1.0,5,1,0,0,numeric_wrong,,5.07,deepseek-chat
